date,region,total_consumption_kwh,avg_consumption_kwh,peak_meter_consumption_kwh,total_solar_kwh,total_ev_kwh,avg_temperature_c
2025-10-19,Hamburg,796.37,0.833,1.8294,48.91,78.76,9.12
2025-10-19,Leipzig,686.07,0.7169,1.6533,59.49,111.41,9.31
2025-10-19,Munich,620.46,0.6483,1.5818,59.29,196.77,8.13
2025-10-20,Berlin,971.69,1.0218,2.5043,49.25,112.63,7.62
2025-10-20,Cologne,911.55,0.9515,2.2637,62.5,188.32,9.2
2025-10-20,Hamburg,949.68,0.9934,2.2872,45.96,84.03,8.73
2025-10-20,Leipzig,822.46,0.8603,2.008,56.38,102.48,8.23
2025-10-20,Munich,719.66,0.7504,1.8467,58.5,152.97,8.95
2025-10-21,Berlin,964.62,1.008,2.5694,48.77,120.0,8.28
2025-10-21,Cologne,918.93,0.9592,2.2507,60.74,209.1,8.36
2025-10-21,Hamburg,958.82,0.9998,2.2564,45.76,90.86,8.25
2025-10-21,Leipzig,826.37,0.8617,2.055,55.96,116.06,8.17
2025-10-21,Munich,718.92,0.7497,1.7928,56.26,124.69,8.34
2025-10-22,Berlin,957.21,0.9981,2.4568,48.34,118.38,8.9
2025-10-22,Cologne,929.87,0.9706,2.2591,57.48,127.33,7.78
2025-10-22,Hamburg,949.76,0.9966,2.357,43.48,88.01,8.09
2025-10-22,Leipzig,816.09,0.8537,2.0138,54.06,84.26,8.76
2025-10-22,Munich,719.45,0.7502,1.7976,55.34,195.94,9.07
2025-10-23,Berlin,970.47,1.013,2.5792,45.57,105.8,7.85
2025-10-23,Cologne,928.08,0.9698,2.2798,55.22,147.94,7.86
2025-10-23,Hamburg,957.49,1.0005,2.3139,42.03,84.9,8.23
2025-10-23,Leipzig,828.67,0.8677,2.0641,53.34,146.55,7.73
2025-10-23,Munich,727.0,0.7589,1.7435,54.0,162.06,8.09
2025-10-24,Berlin,977.81,1.0207,2.6214,45.87,129.57,7.5
2025-10-24,Cologne,918.99,0.9653,2.3394,54.16,202.25,7.96
2025-10-24,Hamburg,961.32,1.0024,2.4623,43.0,67.65,7.8
2025-10-24,Leipzig,828.85,0.8643,1.9398,50.66,88.89,7.94
2025-10-24,Munich,721.72,0.7557,1.9229,50.6,169.2,8.11
2025-10-25,Berlin,827.62,0.8639,2.0657,43.21,118.68,7.88
2025-10-25,Cologne,790.47,0.8277,1.9824,52.29,190.92,7.87
2025-10-25,Hamburg,821.98,0.8598,1.9858,40.48,78.77,7.42
2025-10-25,Leipzig,712.61,0.7446,1.7256,50.55,104.79,7.63
2025-10-25,Munich,618.86,0.646,1.6104,50.76,176.82,7.77
2025-10-26,Berlin,836.29,0.873,2.2584,41.55,145.15,7.27
2025-10-26,Cologne,802.08,0.839,2.0076,51.67,177.15,6.59
2025-10-26,Hamburg,813.69,0.8502,2.0357,39.02,67.21,8.39
2025-10-26,Leipzig,706.14,0.7371,1.7271,48.26,103.48,7.6
2025-10-26,Munich,620.44,0.6483,1.6434,49.46,161.79,7.69
2025-10-27,Berlin,966.37,1.0109,2.6759,39.94,106.04,7.88
2025-10-27,Cologne,945.9,0.9853,2.316,50.31,206.58,7.09
2025-10-27,Hamburg,975.83,1.0197,2.2974,37.75,104.1,6.85
2025-10-27,Leipzig,826.75,0.8621,2.1213,47.28,88.08,7.81
2025-10-27,Munich,737.2,0.7719,2.0688,47.19,226.82,7.04
2025-10-28,Berlin,980.9,1.0228,2.5818,40.19,143.53,7.78
2025-10-28,Cologne,936.65,0.9777,2.4079,48.77,161.03,7.12
2025-10-28,Hamburg,968.41,1.0088,2.5063,37.71,44.88,7.5
2025-10-28,Leipzig,834.21,0.8717,2.078,44.33,136.76,7.26
2025-10-28,Munich,732.79,0.7657,1.8217,44.2,163.6,7.29
2025-10-29,Berlin,995.92,1.0407,2.6151,39.13,131.22,6.55
2025-10-29,Cologne,954.92,0.9947,2.3584,47.42,208.21,6.79
2025-10-29,Hamburg,962.97,1.0083,2.3733,34.18,71.48,7.53
2025-10-29,Leipzig,832.36,0.8698,2.1303,43.06,84.75,7.28
2025-10-29,Munich,735.78,0.7672,1.8337,44.2,163.79,7.29
2025-10-30,Berlin,986.12,1.0294,2.5277,37.2,121.66,6.99
2025-10-30,Cologne,946.72,0.9903,2.3414,44.3,192.98,6.87
2025-10-30,Hamburg,985.92,1.0281,2.5532,33.65,115.74,6.43
2025-10-30,Leipzig,841.98,0.878,2.1816,42.4,110.32,6.87
2025-10-30,Munich,744.84,0.7791,2.0883,43.07,199.09,6.72
2025-10-31,Berlin,983.24,1.0317,2.6302,35.92,99.45,6.77
2025-10-31,Cologne,950.63,0.9954,2.332,42.77,184.72,6.48
2025-10-31,Hamburg,977.61,1.0215,2.4479,33.59,54.37,6.81
2025-10-31,Leipzig,836.95,0.8755,2.1068,40.92,110.93,7.21
2025-10-31,Munich,739.73,0.773,1.9122,39.81,142.04,7.1
2025-11-01,Berlin,838.02,0.8757,2.1973,34.66,99.14,7.08
2025-11-01,Cologne,805.8,0.8411,2.0337,41.31,152.54,6.71
2025-11-01,Hamburg,821.77,0.8587,1.9905,32.21,51.32,7.32
2025-11-01,Leipzig,725.99,0.7578,1.761,38.93,112.92,6.0
2025-11-01,Munich,638.52,0.6665,1.6176,38.72,163.94,6.36
2025-11-02,Berlin,841.69,0.8795,2.1697,32.94,106.09,7.03
2025-11-02,Cologne,807.22,0.8409,2.007,41.56,175.56,6.86
2025-11-02,Hamburg,842.86,0.8807,2.15,30.69,78.39,6.19
2025-11-02,Leipzig,727.96,0.7591,1.8839,38.08,126.34,6.51
2025-11-02,Munich,635.08,0.6636,1.6577,38.13,174.53,6.46
2025-11-03,Berlin,991.92,1.0343,2.5358,32.05,99.29,6.83
2025-11-03,Cologne,955.46,0.9973,2.3699,38.59,166.02,6.21
2025-11-03,Hamburg,982.88,1.027,2.4316,30.55,52.07,6.42
2025-11-03,Leipzig,855.94,0.8944,2.1535,36.78,97.38,6.16
2025-11-03,Munich,747.21,0.7783,1.9086,37.66,175.69,6.23
2025-11-04,Berlin,1001.56,1.0455,2.6639,29.88,120.12,6.4
2025-11-04,Cologne,944.14,0.9876,2.3377,37.52,184.05,6.8
2025-11-04,Hamburg,993.22,1.0389,2.5063,29.11,51.51,5.87
2025-11-04,Leipzig,851.79,0.8901,2.1415,34.54,148.63,6.1
2025-11-04,Munich,755.99,0.7891,1.9871,34.23,149.0,5.83
2025-11-05,Berlin,997.01,1.0396,2.6904,30.53,143.11,6.59
2025-11-05,Cologne,950.02,0.9927,2.4236,37.11,173.58,6.52
2025-11-05,Hamburg,995.45,1.0402,2.6242,28.26,63.47,5.98
2025-11-05,Leipzig,851.3,0.8896,2.0561,33.8,111.08,6.32
2025-11-05,Munich,752.36,0.7862,1.9128,34.09,155.65,6.14
2025-11-06,Berlin,1002.29,1.0473,2.547,28.91,84.69,6.37
2025-11-06,Cologne,963.28,1.0034,2.3001,34.71,174.96,5.81
2025-11-06,Hamburg,1002.89,1.0458,2.4094,26.61,41.85,5.75
2025-11-06,Leipzig,857.16,0.8957,2.3347,31.56,99.86,5.46
2025-11-06,Munich,759.11,0.7916,1.9097,33.41,158.27,5.89
2025-11-07,Berlin,1008.25,1.0514,2.6014,27.03,96.82,6.08
2025-11-07,Cologne,962.36,1.0046,2.3376,33.19,201.93,6.06
2025-11-07,Hamburg,997.54,1.0413,2.5331,25.62,69.4,5.84
2025-11-07,Leipzig,845.54,0.8845,2.043,30.62,110.59,6.22
2025-11-07,Munich,757.1,0.7911,1.9283,31.06,169.84,5.54
2025-11-08,Berlin,860.85,0.8977,2.3358,25.45,120.32,5.53
2025-11-08,Cologne,819.81,0.854,1.9091,33.13,179.94,5.81
2025-11-08,Hamburg,841.67,0.8813,2.0295,24.59,65.64,5.79
2025-11-08,Leipzig,719.51,0.7542,1.7852,30.17,118.62,6.11
2025-11-08,Munich,645.36,0.6737,1.6987,28.34,163.22,5.4
2025-11-09,Berlin,866.42,0.9082,2.2815,26.19,110.74,4.82
2025-11-09,Cologne,828.93,0.8653,2.1302,30.33,170.31,5.07
2025-11-09,Hamburg,842.77,0.8816,2.1254,22.23,69.7,5.72
2025-11-09,Leipzig,730.95,0.7646,1.7852,28.47,113.45,5.63
2025-11-09,Munich,642.67,0.673,1.5649,29.46,168.89,5.85
2025-11-10,Berlin,1018.98,1.0681,2.5863,23.26,135.06,5.29
2025-11-10,Cologne,972.1,1.0137,2.3648,27.73,178.17,5.31
2025-11-10,Hamburg,1001.36,1.0475,2.4297,22.08,96.64,5.58
2025-11-10,Leipzig,869.98,0.9091,2.2579,27.79,102.58,5.27
2025-11-10,Munich,767.56,0.802,2.0178,27.38,129.78,5.15
2025-11-11,Berlin,1025.34,1.0737,2.7614,22.43,120.56,4.72
2025-11-11,Cologne,985.79,1.029,2.4173,28.43,195.69,4.47
2025-11-11,Hamburg,1014.19,1.0576,2.4641,20.23,77.97,5.0
2025-11-11,Leipzig,863.39,0.9012,2.1048,24.45,135.23,5.53
2025-11-11,Munich,766.57,0.801,2.038,26.87,183.68,4.79
2025-11-12,Berlin,1006.61,1.0518,2.5261,22.3,113.99,5.67
2025-11-12,Cologne,971.64,1.0142,2.4409,25.04,205.4,5.17
2025-11-12,Hamburg,1013.93,1.0628,2.5336,20.68,75.36,4.68
2025-11-12,Leipzig,869.77,0.9098,2.1639,23.74,107.54,5.03
2025-11-12,Munich,770.37,0.8033,1.9413,24.77,162.1,4.98
2025-11-13,Berlin,1037.62,1.0842,2.6825,21.22,135.42,4.44
2025-11-13,Cologne,979.71,1.0216,2.5162,26.32,177.15,4.92
2025-11-13,Hamburg,1012.63,1.057,2.5019,19.53,60.04,4.99
2025-11-13,Leipzig,871.77,0.9128,2.1208,24.0,61.89,4.69
2025-11-13,Munich,756.89,0.7926,1.9375,23.69,125.22,5.23
2025-11-14,Berlin,1018.06,1.0638,2.5453,20.0,140.31,5.2
2025-11-14,Cologne,978.88,1.0207,2.4801,23.94,187.75,5.03
2025-11-14,Hamburg,1016.31,1.0587,2.4747,18.73,85.76,4.98
2025-11-14,Leipzig,867.23,0.9062,2.1394,22.33,82.2,5.04
2025-11-14,Munich,770.78,0.8037,1.9836,22.52,128.46,4.94
2025-11-15,Berlin,873.08,0.9142,2.3629,17.94,93.49,4.75
2025-11-15,Cologne,840.04,0.875,2.0212,23.98,168.83,4.48
2025-11-15,Hamburg,862.72,0.9053,2.1588,17.39,87.31,4.47
2025-11-15,Leipzig,750.9,0.7838,2.0344,21.97,96.44,4.01
2025-11-15,Munich,647.31,0.6771,1.6578,21.34,169.98,5.26
2025-11-16,Berlin,872.53,0.9108,2.2411,17.06,122.48,4.7
2025-11-16,Cologne,842.37,0.8784,2.1515,21.53,211.94,4.33
2025-11-16,Hamburg,864.16,0.9039,2.1092,17.17,74.08,4.42
2025-11-16,Leipzig,743.27,0.7783,1.8234,19.65,115.22,4.72
2025-11-16,Munich,663.78,0.6929,1.8198,20.14,154.96,4.15
2025-11-17,Berlin,1014.05,1.0596,2.5254,17.29,125.17,5.13
2025-11-17,Cologne,990.64,1.0352,2.5573,20.2,194.2,4.43
2025-11-17,Hamburg,1016.69,1.0624,2.5768,16.99,52.78,4.75
2025-11-17,Leipzig,878.87,0.9203,2.1597,19.28,91.13,4.36
2025-11-17,Munich,778.36,0.8142,2.1356,20.31,194.26,4.23
2025-11-18,Berlin,1033.27,1.0786,2.653,16.21,147.37,4.67
2025-11-18,Cologne,997.33,1.0411,2.4737,19.4,199.72,4.05
2025-11-18,Hamburg,1018.33,1.0663,2.4489,14.5,95.33,4.34
2025-11-18,Leipzig,873.99,0.9142,2.2703,19.71,94.92,4.43
2025-11-18,Munich,786.42,0.8192,2.0692,19.47,173.66,3.91
2025-11-19,Berlin,1042.53,1.0951,2.729,14.92,95.92,3.91
2025-11-19,Cologne,1000.19,1.0419,2.4187,18.97,198.63,4.06
2025-11-19,Hamburg,1020.05,1.0692,2.5442,13.52,85.22,4.27
2025-11-19,Leipzig,888.95,0.926,2.1626,17.17,83.05,4.26
2025-11-19,Munich,779.31,0.816,1.9247,18.43,170.45,3.96
2025-11-20,Berlin,1033.45,1.0799,2.7133,15.43,116.18,4.35
2025-11-20,Cologne,994.65,1.0426,2.4784,16.21,190.09,4.07
2025-11-20,Hamburg,1035.12,1.0782,2.6898,13.87,50.92,3.97
2025-11-20,Leipzig,901.93,0.9425,2.0961,16.21,111.38,3.52
2025-11-20,Munich,773.22,0.8088,2.06,16.28,170.87,4.38
2025-11-21,Berlin,1039.77,1.0854,2.78,13.67,116.26,4.32
2025-11-21,Cologne,1000.02,1.0417,2.4007,16.47,197.11,3.91
2025-11-21,Hamburg,1043.48,1.0926,2.5466,12.48,63.63,3.19
2025-11-21,Leipzig,883.43,0.9231,2.1463,14.72,89.95,4.24
2025-11-21,Munich,779.46,0.8136,2.0348,15.32,170.51,3.71
2025-11-22,Berlin,888.64,0.9325,2.4173,13.44,146.74,3.64
2025-11-22,Cologne,853.87,0.8932,2.1303,16.59,165.92,3.66
2025-11-22,Hamburg,886.27,0.9242,2.165,12.24,94.46,3.44
2025-11-22,Leipzig,748.67,0.7848,1.832,14.26,94.51,3.87
2025-11-22,Munich,663.66,0.6928,1.7766,15.18,176.35,4.28
2025-11-23,Berlin,889.2,0.9282,2.2109,12.5,119.2,3.7
2025-11-23,Cologne,853.47,0.8909,2.0581,13.95,210.19,3.34
2025-11-23,Hamburg,890.29,0.9293,2.1713,11.64,77.3,3.25
2025-11-23,Leipzig,754.36,0.7883,1.9285,13.27,112.24,3.72
2025-11-23,Munich,671.6,0.7032,1.6304,14.67,139.1,3.27
2025-11-24,Berlin,1066.35,1.1131,2.7983,11.53,121.51,3.13
2025-11-24,Cologne,1005.32,1.0527,2.5612,14.77,213.44,3.28
2025-11-24,Hamburg,1026.34,1.0736,2.5298,10.74,61.04,4.17
2025-11-24,Leipzig,887.63,0.9275,2.2356,14.13,95.93,3.91
2025-11-24,Munich,793.88,0.8296,2.1481,13.18,176.57,3.26
2025-11-25,Berlin,1048.53,1.0968,2.7119,11.14,99.63,3.59
2025-11-25,Cologne,1007.68,1.0519,2.5336,12.89,167.47,3.17
2025-11-25,Hamburg,1043.48,1.0881,2.5087,9.81,48.4,3.63
2025-11-25,Leipzig,891.76,0.9318,2.2185,12.75,88.39,3.73
2025-11-25,Munich,789.46,0.8258,1.9828,10.99,158.48,3.39
2025-11-26,Berlin,1059.11,1.1079,2.811,9.29,102.14,3.26
2025-11-26,Cologne,1001.82,1.049,2.4763,12.12,188.38,3.38
2025-11-26,Hamburg,1040.73,1.0886,2.5124,9.57,80.21,3.34
2025-11-26,Leipzig,895.19,0.9344,2.261,10.97,118.83,3.27
2025-11-26,Munich,792.26,0.8296,2.0089,12.03,174.41,3.07
2025-11-27,Berlin,1048.54,1.0957,2.5399,9.64,110.64,3.59
2025-11-27,Cologne,1008.34,1.0547,2.5569,11.23,188.87,3.09
2025-11-27,Hamburg,1043.81,1.0896,2.628,8.83,73.65,3.19
2025-11-27,Leipzig,901.06,0.9435,2.2609,10.4,135.98,3.02
2025-11-27,Munich,800.33,0.8363,2.0129,10.79,171.56,2.68
2025-11-28,Berlin,1057.73,1.1041,2.9155,9.24,145.44,3.16
2025-11-28,Cologne,1000.05,1.0472,2.6481,11.45,230.84,3.34
2025-11-28,Hamburg,1044.06,1.091,2.545,8.2,73.94,3.2
2025-11-28,Leipzig,903.84,0.9445,2.1958,10.81,75.49,2.9
2025-11-28,Munich,790.7,0.8254,2.0871,9.94,206.15,3.08
2025-11-29,Berlin,906.91,0.9467,2.2904,7.41,110.11,2.64
2025-11-29,Cologne,866.3,0.9081,2.1814,10.77,168.87,2.41
2025-11-29,Hamburg,893.62,0.9328,2.3605,8.31,76.53,2.81
2025-11-29,Leipzig,761.64,0.7975,1.8951,9.52,121.44,3.25
2025-11-29,Munich,673.9,0.7057,1.7793,8.87,179.72,2.84
2025-11-30,Berlin,911.64,0.9506,2.4312,7.7,135.23,2.55
2025-11-30,Cologne,852.31,0.8906,2.1211,9.06,180.58,3.39
2025-11-30,Hamburg,893.35,0.9325,2.2305,6.7,121.7,2.84
2025-11-30,Leipzig,762.31,0.7949,1.9153,9.28,145.8,3.29
2025-11-30,Munich,674.36,0.7054,1.8426,9.39,100.51,3.28
2025-12-01,Berlin,1070.37,1.115,2.9219,8.98,145.02,2.54
2025-12-01,Cologne,1014.53,1.0612,2.5464,9.5,200.0,2.89
2025-12-01,Hamburg,1046.48,1.0946,2.6905,7.07,54.71,2.95
2025-12-01,Leipzig,905.07,0.9438,2.1511,7.66,146.58,2.88
2025-12-01,Munich,799.8,0.8366,1.991,8.0,158.93,2.65
2025-12-02,Berlin,1070.36,1.1208,2.7175,7.19,149.67,2.37
2025-12-02,Cologne,1025.98,1.0721,2.4656,8.14,180.74,2.25
2025-12-02,Hamburg,1058.69,1.1086,2.7345,6.18,85.71,2.44
2025-12-02,Leipzig,904.09,0.9427,2.3452,8.2,125.05,2.88
2025-12-02,Munich,798.65,0.8319,2.2135,8.44,161.81,2.77
2025-12-03,Berlin,1064.59,1.1124,2.7421,6.72,120.98,2.43
2025-12-03,Cologne,1026.47,1.0726,2.5307,8.28,189.44,2.5
2025-12-03,Hamburg,1061.56,1.1081,2.7252,6.12,71.22,2.41
2025-12-03,Leipzig,921.05,0.9624,2.3356,7.67,114.65,1.8
2025-12-03,Munich,793.67,0.8293,2.0839,6.74,169.44,2.92
2025-12-04,Berlin,1059.98,1.1088,2.7834,6.63,107.03,2.76
2025-12-04,Cologne,1021.62,1.0675,2.5355,7.65,197.37,2.53
2025-12-04,Hamburg,1069.48,1.1175,2.5727,5.77,24.18,2.01
2025-12-04,Leipzig,915.47,0.9556,2.254,7.21,97.91,2.26
2025-12-04,Munich,795.34,0.8337,2.1617,6.73,141.08,2.59
2025-12-05,Berlin,1068.44,1.113,2.6699,5.6,114.3,2.73
2025-12-05,Cologne,1020.82,1.0645,2.4676,7.32,195.43,2.44
2025-12-05,Hamburg,1064.5,1.1112,2.6383,4.77,79.36,2.33
2025-12-05,Leipzig,913.67,0.9547,2.3667,6.86,106.48,2.31
2025-12-05,Munich,803.23,0.8393,2.0597,7.05,155.96,2.25
2025-12-06,Berlin,926.56,0.9692,2.4787,5.29,117.16,1.67
2025-12-06,Cologne,870.57,0.9087,2.106,6.57,183.9,2.39
2025-12-06,Hamburg,904.75,0.9454,2.283,5.04,60.8,2.34
2025-12-06,Leipzig,775.84,0.8116,1.8774,6.47,144.0,2.18
2025-12-06,Munich,678.15,0.7094,1.6724,5.37,179.93,2.33
2025-12-07,Berlin,911.02,0.953,2.4293,4.89,125.75,2.37
2025-12-07,Cologne,869.93,0.9071,2.0735,5.79,192.38,2.45
2025-12-07,Hamburg,902.88,0.9425,2.2403,5.24,79.8,2.18
2025-12-07,Leipzig,794.31,0.8291,1.9369,6.1,102.1,1.43
2025-12-07,Munich,682.11,0.7113,1.7414,5.64,157.39,2.69
2025-12-08,Berlin,1088.37,1.1373,2.9291,5.58,87.72,1.73
2025-12-08,Cologne,1030.51,1.0768,2.6608,5.87,196.48,1.97
2025-12-08,Hamburg,1059.06,1.1078,2.5509,4.97,85.18,2.49
2025-12-08,Leipzig,919.6,0.9609,2.2428,5.96,133.03,1.85
2025-12-08,Munich,809.96,0.8455,1.957,5.35,148.33,2.09
2025-12-09,Berlin,1086.73,1.1368,2.801,4.55,111.45,1.68
2025-12-09,Cologne,1032.94,1.0782,2.6752,5.83,164.33,1.88
2025-12-09,Hamburg,1069.36,1.1209,2.7204,4.51,84.62,1.85
2025-12-09,Leipzig,922.48,0.9649,2.4551,6.08,114.66,1.83
2025-12-09,Munich,814.47,0.8502,2.1082,5.21,139.86,1.69
2025-12-10,Berlin,1087.24,1.1361,2.8963,4.84,107.23,1.55
2025-12-10,Cologne,1027.96,1.0753,2.5983,5.46,202.06,2.04
2025-12-10,Hamburg,1067.6,1.1156,2.5577,4.4,88.31,1.66
2025-12-10,Leipzig,925.21,0.9638,2.26,5.31,94.18,1.65
2025-12-10,Munich,812.79,0.8493,2.0539,4.94,205.68,1.64
2025-12-11,Berlin,1086.32,1.1351,2.8823,4.84,93.98,1.76
2025-12-11,Cologne,1028.14,1.0743,2.564,5.39,217.94,2.16
2025-12-11,Hamburg,1076.35,1.1247,2.6629,3.83,72.87,1.54
2025-12-11,Leipzig,925.23,0.9688,2.2484,4.95,91.23,1.77
2025-12-11,Munich,811.56,0.8489,2.1165,4.24,184.67,1.42
2025-12-12,Berlin,1076.19,1.1245,2.7733,4.37,102.87,2.01
2025-12-12,Cologne,1051.42,1.0964,2.7175,5.94,179.87,1.18
2025-12-12,Hamburg,1070.9,1.1214,2.5822,4.02,54.58,1.71
2025-12-12,Leipzig,915.63,0.9578,2.4662,5.17,105.42,1.81
2025-12-12,Munich,806.0,0.8413,2.0923,4.81,135.89,1.53
2025-12-13,Berlin,930.26,0.97,2.3774,4.54,130.76,1.2
2025-12-13,Cologne,887.86,0.9258,2.1454,5.26,159.91,1.45
2025-12-13,Hamburg,922.91,0.9614,2.3604,3.66,66.87,1.33
2025-12-13,Leipzig,778.56,0.817,1.923,5.61,101.38,1.69
2025-12-13,Munich,703.59,0.7352,1.8143,4.8,180.7,1.06
2025-12-14,Berlin,932.93,0.9738,2.3557,4.51,113.96,0.96
2025-12-14,Cologne,887.56,0.9265,2.208,4.36,192.8,1.03
2025-12-14,Hamburg,918.5,0.9588,2.2303,3.67,69.59,1.18
2025-12-14,Leipzig,790.47,0.8243,2.015,4.95,135.58,1.6
2025-12-14,Munich,689.62,0.7206,1.8001,4.61,139.73,1.66
2025-12-15,Berlin,1080.03,1.1286,2.7443,3.98,119.94,1.78
2025-12-15,Cologne,1040.0,1.0833,2.6317,5.15,197.85,1.83
2025-12-15,Hamburg,1073.85,1.1221,2.5547,3.08,45.56,1.51
2025-12-15,Leipzig,930.57,0.9724,2.3167,5.04,101.51,1.03
2025-12-15,Munich,820.59,0.8575,2.3013,4.27,145.42,1.27
2025-12-16,Berlin,1090.79,1.1422,2.7574,3.79,129.61,1.27
2025-12-16,Cologne,1038.09,1.0836,2.4561,4.12,181.36,1.44
2025-12-16,Hamburg,1085.06,1.1338,2.5639,3.77,49.74,0.94
2025-12-16,Leipzig,924.1,0.9676,2.3397,4.64,98.09,1.44
2025-12-16,Munich,816.44,0.8531,2.1041,4.8,121.42,1.47
2025-12-17,Berlin,1101.91,1.1526,2.9828,3.77,100.86,0.85
2025-12-17,Cologne,1044.56,1.0903,2.6674,5.01,193.74,1.29
2025-12-17,Hamburg,1083.62,1.1383,2.6085,3.9,53.55,0.98
2025-12-17,Leipzig,929.3,0.9711,2.2388,5.14,109.56,1.37
2025-12-17,Munich,818.85,0.8539,2.1832,5.8,186.83,1.45
2025-12-18,Berlin,1095.07,1.1479,2.8173,3.89,90.47,0.7
2025-12-18,Cologne,1050.77,1.0968,2.597,4.37,186.83,0.75
2025-12-18,Hamburg,1077.48,1.1259,2.6742,3.2,80.61,1.27
2025-12-18,Leipzig,926.73,0.9694,2.2665,3.98,79.0,1.09
2025-12-18,Munich,809.66,0.8469,2.0646,4.03,175.19,1.13
2025-12-19,Berlin,1098.55,1.1467,2.8703,3.71,124.36,0.89
2025-12-19,Cologne,1038.48,1.0863,2.6604,3.66,194.96,1.32
2025-12-19,Hamburg,1090.67,1.1373,2.6957,4.26,54.09,0.92
2025-12-19,Leipzig,936.04,0.9781,2.2939,4.15,112.07,1.16
2025-12-19,Munich,826.5,0.8636,2.0664,4.57,153.83,0.51
2025-12-20,Berlin,935.54,0.9766,2.3616,3.25,141.56,0.59
2025-12-20,Cologne,904.82,0.9465,2.2536,4.34,204.24,0.26
2025-12-20,Hamburg,924.38,0.9639,2.2647,3.8,76.95,0.94
2025-12-20,Leipzig,801.6,0.835,2.0372,4.22,108.77,0.37
2025-12-20,Munich,695.03,0.7263,1.972,3.65,176.51,1.19
2025-12-21,Berlin,933.12,0.974,2.2919,3.07,111.34,0.92
2025-12-21,Cologne,892.0,0.9321,2.2234,4.3,173.4,1.11
2025-12-21,Hamburg,914.8,0.9529,2.1927,3.03,57.64,1.51
2025-12-21,Leipzig,788.81,0.8234,2.0216,4.44,125.84,1.43
2025-12-21,Munich,694.02,0.7252,1.8349,4.84,174.15,0.93
2025-12-22,Berlin,1097.66,1.1434,2.6463,3.42,115.23,1.03
2025-12-22,Cologne,1053.02,1.098,2.5414,3.94,196.97,0.89
2025-12-22,Hamburg,1088.11,1.1358,2.6732,3.19,46.67,0.95
2025-12-22,Leipzig,929.39,0.9701,2.3188,3.93,99.65,0.96
2025-12-22,Munich,822.41,0.8612,2.103,4.46,154.87,0.85
2025-12-23,Berlin,1101.47,1.151,2.7334,4.31,89.88,0.6
2025-12-23,Cologne,1051.78,1.0979,2.4823,4.65,212.14,0.73
2025-12-23,Hamburg,1094.55,1.1437,2.7076,3.68,64.36,0.48
2025-12-23,Leipzig,942.7,0.9851,2.4292,3.65,90.86,0.31
2025-12-23,Munich,824.54,0.8634,2.1686,3.84,169.91,1.08
2025-12-24,Berlin,1101.98,1.1539,2.8796,3.45,103.23,0.83
2025-12-24,Cologne,1050.92,1.0981,2.6164,5.21,190.4,0.72
2025-12-24,Hamburg,1099.22,1.1486,2.6414,3.33,78.61,0.17
2025-12-24,Leipzig,933.22,0.9772,2.2943,3.92,115.63,0.77
2025-12-24,Munich,821.39,0.8601,2.322,3.91,140.17,0.73
2025-12-25,Berlin,1098.74,1.1481,2.8076,3.9,84.02,0.68
2025-12-25,Cologne,1053.81,1.1012,2.6221,4.27,142.84,0.68
2025-12-25,Hamburg,1091.23,1.1415,2.7132,3.27,49.5,0.72
2025-12-25,Leipzig,948.12,0.9887,2.4503,4.38,130.11,0.24
2025-12-25,Munich,816.02,0.8509,2.0651,4.2,141.8,1.24
2025-12-26,Berlin,1105.08,1.1535,2.8419,3.81,126.77,0.88
2025-12-26,Cologne,1054.32,1.1005,2.7615,4.69,184.76,0.7
2025-12-26,Hamburg,1089.58,1.1397,2.569,3.85,67.12,0.43
2025-12-26,Leipzig,946.33,0.9858,2.331,4.39,133.47,0.33
2025-12-26,Munich,828.88,0.8661,2.0498,4.89,151.74,0.79
2025-12-27,Berlin,942.92,0.9853,2.3768,3.81,137.96,0.55
2025-12-27,Cologne,899.77,0.9422,2.2486,3.97,171.26,0.25
2025-12-27,Hamburg,934.29,0.9793,2.3382,3.46,109.27,0.01
2025-12-27,Leipzig,808.98,0.8444,2.0109,4.47,123.78,0.13
2025-12-27,Munich,709.37,0.742,1.8077,5.25,141.01,0.13
2025-12-28,Berlin,937.25,0.9763,2.4548,3.99,146.87,0.89
2025-12-28,Cologne,904.51,0.9442,2.384,5.4,206.85,0.26
2025-12-28,Hamburg,924.37,0.9659,2.4303,3.22,79.73,0.74
2025-12-28,Leipzig,808.36,0.8447,1.9738,4.25,127.34,-0.08
2025-12-28,Munich,706.27,0.7388,1.8327,3.11,148.7,0.07
2025-12-29,Berlin,1110.69,1.1594,2.8604,3.85,110.17,0.43
2025-12-29,Cologne,1054.35,1.1017,2.6836,5.25,252.88,0.49
2025-12-29,Hamburg,1091.91,1.1434,2.6366,4.05,58.55,0.6
2025-12-29,Leipzig,938.09,0.9792,2.4267,3.43,62.08,0.45
2025-12-29,Munich,828.93,0.8662,2.0912,4.05,149.08,0.71
2025-12-30,Berlin,1105.24,1.1561,2.7958,4.23,102.72,0.44
2025-12-30,Cologne,1058.27,1.1024,2.57,4.75,172.03,0.56
2025-12-30,Hamburg,1095.77,1.1426,2.5457,4.08,96.17,0.55
2025-12-30,Leipzig,935.28,0.9763,2.398,4.97,100.86,0.85
2025-12-30,Munich,831.39,0.8697,2.2625,4.55,153.05,0.34
